Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1140229000,1133283000,1133248000,1213126000
Liabilities,,,,
Total Liabilities,1074569000,1069504000,1067232000,1141761000
Stockholders' Equity,,,,
Common Stock,4594000,4311000,22045000,21842000
Retained Earnings,44204000,43460000,27536000,30531000
Total stockholders' equity,64429000,62556000,63905000,64873000
Total liabilities and stockholders' equity,1140229000,1133283000,1133248000,1213126000
