Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,502747,502747,383241,338408,310240
Interest Expense,53879,53879,25536,18334,18793
Income Before Tax,218108,218108,155926,134545,112075
Income Tax Expense,52933,52933,34304,47341,35427
Income from Continuing Operations,165175,165175,121622,87204,76648
Net Income,165175,165175,121622,87204,76648
Net Income available to common shareholders,165175,165175,121622,87204,76648
Basic EPS,-,-,4.41,3.19,2.90
Diluted EPS,-,-,4.40,3.19,2.90
Basic Average Shares,-,-,27592,27294,26404
Diluted Average Shares,-,-,27654,27372,26456
