Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,956919,933058,805836,787972
Liabilities,,,,
Total Liabilities,840931,823818,704484,691318
Stockholders' Equity,,,,
Common Stock,58973,58624,57880,56557
Retained Earnings,57647,49942,44182,40701
Accumulated other comprehensive income,-632,674,-710,-604
Total stockholders' equity,115988,109240,101352,96654
Total liabilities and stockholders' equity,956919,933058,805836,787972
