Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,4114000,4114000,4692000,8383000,7837000
Depreciation & amortization,4448000,4448000,4036000,3702000,3521000
Change in working capital,-321000,-321000,-1308000,-1233000,-394000
Inventory,-469000,-469000,-1939000,-1563000,-449000
Other working capital,4724000,4724000,-1027000,5393000,6109000
Other non-cash items,492000,492000,-757000,-70000,725000
Net cash provided by operating activites,9819000,9819000,5239000,9201000,11697000
Investments in property plant and equipment,-5095000,-5095000,-6266000,-3808000,-5588000
Purchases of investments,-130000,-130000,-189000,-223000,-1551000
Sales/Maturities of investments,480000,480000,1000,1965000,14000
Other investing activites,-372000,-372000,-336000,-707000,32000
Net cash used for investing activites,-5106000,-5106000,-7279000,-2737000,-6727000
Net change in cash,1146000,1146000,-2562000,53000,1408000
Cash at beginning of period,6788000,6788000,9351000,9297000,7888000
Cash at end of period,9361000,9361000,6788000,9351000,9297000
Operating Cash Flow,9819000,9819000,5239000,9201000,11697000
Capital Expenditure,-5095000,-5095000,-6266000,-3808000,-5588000
Free Cash Flow,4724000,4724000,-1027000,5393000,6109000
