Breakdown,1/31/2020,1/31/2019,1/31/2018,1/31/2017
Total Assets,306081,280813,265193,195767
Liabilities,,,,
Total Liabilities,126607,115446,112377,56300
Stockholders' Equity,,,,
Common Stock,1715,1701,1699,1695
Retained Earnings,175458,161365,148828,135491
Total stockholders' equity,179474,165367,152816,139467
Total liabilities and stockholders' equity,306081,280813,265193,195767
