Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,10019578,5641344,3584775,3191893
Liabilities,,,,
Total Liabilities,7819626,4692311,3194166,2838322
Stockholders' Equity,,,,
Common Stock,0,0,0,0
Total stockholders' equity,2195775,948781,389631,353166
Total liabilities and stockholders' equity,10019578,5641344,3584775,3191893
