Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,241050,124600,42565,1914
Depreciation & amortization,-,164610,124865,70275
Change in working capital,-,69145,-64711,45406
Other working capital,-,84917,-24533,-25203
Other non-cash items,-,30921,6707,4167
Net cash provided by operating activites,-,370226,147228,177198
Investments in property plant and equipment,-,-285309,-171761,-202401
Acquisitions net,-,-,-20000,-
Purchases of investments,-,-,-,-96691
Sales/Maturities of investments,-,66695,-,-
Other investing activites,-,-12315,-6150,16216
Net cash used for investing activites,-,-230372,-196362,-282876
Net change in cash,-,202086,290335,-120002
Cash at beginning of period,-,1115322,824986,944988
Cash at end of period,-,1317408,1115322,824986
Operating Cash Flow,-,370226,147228,177198
Capital Expenditure,-,-285309,-171761,-202401
Free Cash Flow,-,84917,-24533,-25203
