Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-198.991,-190.93,-1116,-1548,-1945
Purchases of investments,-,-,-,-,-5
Sales/Maturities of investments,-,-,567.055,-,851.355
Other investing activites,-,6.565,200,-1.376,-
Net cash used for investing activites,-793.81,-248.522,-349.101,-1549,-1099
Debt repayment,-,-,-340,-,-
Common stock issued,-,-,2123,2414,4171
Common stock repurchased,-148.653,-2.638,-44.531,-147.775,-332.47
Other financing activites,-,-,-30.6,-,-
Net cash used privided by (used for) financing activities,2958,-2.638,2048,2266,3839
Net change in cash,1266,-1073,893.636,-1324,755.707
Cash at beginning of period,1256,2020,1121,2453,1714
Cash at end of period,2522,948.358,2020,1121,2453
Capital Expenditure,-198.991,-190.93,-1116,-1548,-1945
Free Cash Flow,-1097,-1013,-1921,-3589,-3930
