Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5059000,6141000,7883000,7037000
Depreciation & amortization,-,684000,498000,438000
Stock based compensation,-,-,-,216000
Change in working capital,-,-6052000,5978000,-4554000
Inventory,-,-368000,-249000,-777000
Other working capital,-,-2047000,13103000,747000
Other non-cash items,-,109000,238000,123000
Net cash provided by operating activites,-,261000,15010000,2062000
Investments in property plant and equipment,-,-2308000,-1907000,-1315000
Purchases of investments,-,-3606000,-445000,-558000
Sales/Maturities of investments,-,2584000,223000,219000
Other investing activites,-,-187000,6000,8000
Net cash used for investing activites,-,-3466000,-1480000,-1621000
Net change in cash,-,-5564000,12639000,-40000
Cash at beginning of period,-,44232000,31592000,31633000
Cash at end of period,-,38667000,44232000,31592000
Operating Cash Flow,-,261000,15010000,2062000
Capital Expenditure,-,-2308000,-1907000,-1315000
Free Cash Flow,-,-2047000,13103000,747000
