Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,386000,817000,706000,974000
Depreciation & amortization,-,1323000,811000,640000
Change in working capital,-,8524000,4491000,4075000
Inventory,-,-27000,3000,21000
Other working capital,-,5612000,3358000,4480000
Other non-cash items,-,-398000,-50000,57000
Net cash provided by operating activites,-,10537000,5852000,6101000
Investments in property plant and equipment,-,-4925000,-2494000,-1621000
Acquisitions net,-,-30000,-,-
Purchases of investments,-,-49000,-,-
Sales/Maturities of investments,-,-,-,23000
Other investing activites,-,-76000,-1546000,-20000
Net cash used for investing activites,-,-5080000,-4031000,-1618000
Net change in cash,-,6623000,-268000,3740000
Cash at beginning of period,-,18582000,18851000,15110000
Cash at end of period,-,25206000,18582000,18851000
Operating Cash Flow,-,10537000,5852000,6101000
Capital Expenditure,-,-4925000,-2494000,-1621000
Free Cash Flow,-,5612000,3358000,4480000
