Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1142823,1113939,832810,373513
Depreciation & amortization,-,845344,840473,898416
Change in working capital,-,-387441,746846,-675952
Inventory,-,-186440,-22241,-44079
Other working capital,-,1128682,2325788,383876
Other non-cash items,-,17246,128689,59452
Net cash provided by operating activites,-,1659916,2814377,840173
Investments in property plant and equipment,-,-531234,-488589,-456297
Purchases of investments,-,-366921,-371264,-164620
Sales/Maturities of investments,-,50974,185270,223414
Other investing activites,-,-107851,-57400,47907
Net cash used for investing activites,-,-955057,-729169,-244049
Net change in cash,-,607957,1011465,439942
Cash at beginning of period,-,4855401,3843936,3403994
Cash at end of period,-,5463359,4855401,3843936
Operating Cash Flow,-,1659916,2814377,840173
Capital Expenditure,-,-531234,-488589,-456297
Free Cash Flow,-,1128682,2325788,383876
