Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,351202,476915,490844,462196
Depreciation & amortization,-,284549,282200,344044
Change in working capital,-,-242465,-42325,-96939
Inventory,-,-59963,20483,60863
Other working capital,-,167819,566596,680315
Other non-cash items,-,30182,169723,39198
Net cash provided by operating activites,-,426313,755744,889027
Investments in property plant and equipment,-,-258494,-189148,-208712
Purchases of investments,-,-494821,-14976,-11686
Sales/Maturities of investments,-,503313,49289,2228
Other investing activites,-,-7440,-97428,-158641
Net cash used for investing activites,-,-252838,-217911,-378062
Net change in cash,-,79858,205854,154643
Cash at beginning of period,-,1584647,1378793,1215009
Cash at end of period,-,1664506,1584647,1378793
Operating Cash Flow,-,426313,755744,889027
Capital Expenditure,-,-258494,-189148,-208712
Free Cash Flow,-,167819,566596,680315
