Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-4908000,-7021000,-6528000,5082000
Depreciation & amortization,16306000,17344000,18341000,15178000
Change in working capital,3982000,-4256000,4108000,4459000
Inventory,928000,-7075000,-797000,-1315000
Other working capital,-18360000,-28769000,-15149000,4495000
Other non-cash items,-1045000,1651000,1466000,1298000
Net cash provided by operating activites,13494000,6157000,5470000,25450000
Investments in property plant and equipment,-31854000,-34926000,-20619000,-20955000
Purchases of investments,-310000,-55000,-5173000,-244000
Sales/Maturities of investments,-,170000,7368000,131000
Other investing activites,-543000,-189000,-1263000,-164000
Net cash used for investing activites,-31492000,-33374000,-19876000,-21201000
Net change in cash,-2000,-19406000,484000,7010000
Cash at beginning of period,55824000,76278000,74262000,67252000
Cash at end of period,56243000,58096000,76278000,74262000
Operating Cash Flow,13494000,6157000,5470000,25450000
Capital Expenditure,-31854000,-34926000,-20619000,-20955000
Free Cash Flow,-18360000,-28769000,-15149000,4495000
