Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-46551,30158,75189,100177
Depreciation & amortization,-,396167,358117,349813
Change in working capital,-,-26963,-356884,15532
Inventory,-,-21746,-63211,15081
Other working capital,-,-230063,-186786,-18647
Other non-cash items,-,-6072,57499,28883
Net cash provided by operating activites,-,353168,138614,459841
Investments in property plant and equipment,-,-583231,-325400,-478488
Acquisitions net,-,-,-140000,-
Other investing activites,-,-79,-8314,-4795
Net cash used for investing activites,-,-583310,-473714,-483283
Net change in cash,-,210574,2367,-246317
Cash at beginning of period,-,738794,736426,982743
Cash at end of period,-,949368,738794,736426
Operating Cash Flow,-,353168,138614,459841
Capital Expenditure,-,-583231,-325400,-478488
Free Cash Flow,-,-230063,-186786,-18647
