Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,-550000,-550000,1722000,2402000,1907000
Depreciation & amortization,3572000,3572000,2732000,2640000,2565000
Change in working capital,449000,449000,-2874000,-1636000,386000
Inventory,-762000,-762000,-789000,-251000,-347000
Other working capital,635000,635000,-1924000,2342000,3663000
Other non-cash items,682000,682000,471000,936000,38000
Net cash provided by operating activites,3586000,3586000,1384000,3565000,5072000
Investments in property plant and equipment,-2951000,-2951000,-3308000,-1223000,-1409000
Acquisitions net,-,-,-876000,-,-
Purchases of investments,-1761000,-1761000,-3012000,-2603000,-2935000
Sales/Maturities of investments,2161000,2161000,2425000,834000,368000
Other investing activites,-1258000,-1258000,-827000,-721000,-258000
Net cash used for investing activites,-3221000,-3221000,-3094000,-2971000,-4044000
Net change in cash,280000,280000,-4201000,-69000,-1619000
Cash at beginning of period,14540000,14540000,18571000,18483000,20103000
Cash at end of period,15494000,15494000,14540000,18571000,18483000
Operating Cash Flow,3586000,3586000,1384000,3565000,5072000
Capital Expenditure,-2951000,-2951000,-3308000,-1223000,-1409000
Free Cash Flow,635000,635000,-1924000,2342000,3663000
