Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,243406487,230275918,219241249,205210649
Liabilities,,,,
Total Liabilities,215221674,203795774,193362625,182204080
Stockholders' Equity,,,,
Common Stock,6894438,6893494,6873813,6869593
Retained Earnings,19578333,18064533,16921198,15222468
Total stockholders' equity,28169427,26464859,25863306,22991218
Total liabilities and stockholders' equity,243406487,230275918,219241249,205210649
