Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-63.605,-87.078,-453.857,-261.052,-320.957
Net cash used for investing activites,-63.605,-87.078,-453.857,-261.052,-320.957
Debt repayment,-,-525,-505,-1500,-6000
Common stock issued,-,-,4116,6000,5368
Common stock repurchased,-120.671,-136.89,-100.634,-229.769,-194.331
Other financing activites,-,-72.729,-,0.477,201.557
Net cash used privided by (used for) financing activities,2856,1765,6040,4271,5375
Net change in cash,-877.569,-1655,1198,-1410,-169.822
Cash at beginning of period,2087,3023,1825,3235,3405
Cash at end of period,1209,1368,3023,1825,3235
Capital Expenditure,-63.605,-87.078,-453.857,-261.052,-320.957
Free Cash Flow,-3734,-3420,-4842,-5681,-5545
