Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-29.124,-953.246,-
Purchases of investments,-,-,-,-50.985,-
Other investing activites,-,363.636,36.364,3478,407
Net cash used for investing activites,-,363.636,7.24,2474,407
Debt repayment,-,-625.358,-133.977,-418.541,-
Common stock issued,-,-,525,-,-
Common stock repurchased,-,-,-,-256.44,-
Other financing activites,-,-,-,-,2120
Net cash used privided by (used for) financing activities,-,-247.553,905.023,631.916,2124
Net change in cash,-85.402,13.663,-157.986,104.979,2106
Cash at beginning of period,219.874,17.596,175.582,70.603,29.908
Cash at end of period,134.472,31.259,17.596,175.582,2136
Capital Expenditure,-,-,-29.124,-953.246,-
Free Cash Flow,-381.634,-102.42,-1099,-3954,-424.501
