Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-217.119,-94.686,-142.053,-8.354,-23.184
Net cash used for investing activites,-208.335,-94.686,-142.053,-8.354,-23.184
Common stock issued,-,-,-,-,3892
Common stock repurchased,-,-,-,-,-424.638
Net cash used privided by (used for) financing activities,-,-,-,-,3468
Net change in cash,-717.794,-360.965,-567.278,-302.189,3041
Cash at beginning of period,2205,2339,2906,3209,167.402
Cash at end of period,1487,1978,2339,2906,3209
Capital Expenditure,-217.119,-94.686,-142.053,-8.354,-23.184
Free Cash Flow,-726.578,-360.965,-567.278,-302.189,-426.71
