Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,52842,52842,49891,45603,43742
Interest Expense,9574,9574,6212,4094,3198
Income Before Tax,14632,14632,14444,13625,12901
Income Tax Expense,2659,2659,2806,2560,4117
Income from Continuing Operations,11973,11973,11638,11065,8784
Net Income,11973,11973,11638,11065,8784
Net Income available to common shareholders,11023,11023,10663,10090,7809
Basic EPS,-,-,1.72,2.10,1.60
Diluted EPS,-,-,1.51,1.74,1.38
Basic Average Shares,-,-,6198,4817,4877
Diluted Average Shares,-,-,7719,6351,6376
