Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1194000,2321000,1614000,2487000
Depreciation & amortization,-,2497000,3165000,3353000
Change in working capital,-,632000,-2040000,987000
Inventory,-,-38000,-394000,212000
Other working capital,-,564000,4126000,4005000
Other non-cash items,-,-128000,881000,136000
Net cash provided by operating activites,-,4449000,6439000,6205000
Investments in property plant and equipment,-,-3885000,-2313000,-2200000
Purchases of investments,-,-1439000,-26000,-1227000
Sales/Maturities of investments,-,304000,48000,2247000
Other investing activites,-,-170000,-120000,-23000
Net cash used for investing activites,-,-5144000,-2393000,-1194000
Net change in cash,-,-1920000,3192000,2310000
Cash at beginning of period,-,18468000,15276000,12966000
Cash at end of period,-,16548000,18468000,15276000
Operating Cash Flow,-,4449000,6439000,6205000
Capital Expenditure,-,-3885000,-2313000,-2200000
Free Cash Flow,-,564000,4126000,4005000
