Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,1656567,1656567,2509829,3769325,2063987
Depreciation & amortization,1906240,1906240,1735634,1703624,1432586
Change in working capital,5157925,5157925,6382314,-7678931,-3756684
Inventory,2093523,2093523,-748683,-1109545,348249
Other working capital,11120520,11120520,10491003,-2229197,-324505
Other non-cash items,3081298,3081298,3356971,2354832,1987807
Net cash provided by operating activites,12232707,12232707,14099702,23766,2153049
Investments in property plant and equipment,-1112187,-1112187,-3608699,-2252963,-2477554
Acquisitions net,-,-,-,-1582746,-
Purchases of investments,-1947323,-1947323,-118200,-813511,-1850000
Sales/Maturities of investments,14784,14784,2765641,16861,118685
Other investing activites,666540,666540,-838042,999341,535936
Net cash used for investing activites,-2025553,-2025553,-1778991,-3630852,-3667454
Net change in cash,508770,508770,-422850,824547,91754
Cash at beginning of period,2381558,2381558,2804408,1979861,1888107
Cash at end of period,2890328,2890328,2381558,2804408,1979861
Operating Cash Flow,12232707,12232707,14099702,23766,2153049
Capital Expenditure,-1112187,-1112187,-3608699,-2252963,-2477554
Free Cash Flow,11120520,11120520,10491003,-2229197,-324505
