Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1812000,421000,3450000,4992000
Depreciation & amortization,-,16011000,14899000,13781000
Change in working capital,-,-896000,-1523000,2218000
Inventory,-,-17000,-1043000,196000
Other working capital,-,528000,354000,8110000
Other non-cash items,-,631000,1588000,750000
Net cash provided by operating activites,-,16018000,16908000,21779000
Investments in property plant and equipment,-,-15490000,-16554000,-13669000
Purchases of investments,-,-1113000,-,-
Sales/Maturities of investments,-,2901000,-,461000
Other investing activites,-,-555000,-457000,-163000
Net cash used for investing activites,-,-14150000,-16795000,-12932000
Net change in cash,-,270000,-1469000,-404000
Cash at beginning of period,-,2630000,4100000,4505000
Cash at end of period,-,2901000,2630000,4100000
Operating Cash Flow,-,16018000,16908000,21779000
Capital Expenditure,-,-15490000,-16554000,-13669000
Free Cash Flow,-,528000,354000,8110000
