Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1797000,964000,1747000,2206000
Depreciation & amortization,-,989000,954000,962000
Stock based compensation,-,-,-,10000
Change in working capital,-,-21526000,24073000,23821000
Other working capital,-,-21102000,18082000,25982000
Other non-cash items,-,-14029000,-6100000,14621000
Net cash provided by operating activites,-,-20315000,19187000,26874000
Investments in property plant and equipment,-,-787000,-1105000,-892000
Purchases of investments,-,-71111000,-99820000,-73017000
Sales/Maturities of investments,-,82171000,96812000,66471000
Other investing activites,-,-2000,-,-1000
Net cash used for investing activites,-,10291000,-4084000,-7439000
Net change in cash,-,-10465000,14597000,18976000
Cash at beginning of period,-,76272000,61675000,42698000
Cash at end of period,-,65806000,76272000,61675000
Operating Cash Flow,-,-20315000,19187000,26874000
Capital Expenditure,-,-787000,-1105000,-892000
Free Cash Flow,-,-21102000,18082000,25982000
