Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2333000,-2491000,1448000,1778000
Depreciation & amortization,-,4436000,2965000,2030000
Change in working capital,-,-1955000,-1384000,-2796000
Inventory,-,-1380000,1281000,-372000
Other working capital,-,-9542000,-21456000,-8867000
Other non-cash items,-,2357000,-531000,1608000
Net cash provided by operating activites,-,2552000,853000,-1906000
Investments in property plant and equipment,-,-12094000,-22309000,-6961000
Acquisitions net,-,-244000,-1725000,-
Purchases of investments,-,-1736000,-3719000,-2821000
Sales/Maturities of investments,-,8192000,4734000,6050000
Other investing activites,-,-1292000,-2769000,-4714000
Net cash used for investing activites,-,-3672000,-25614000,-8431000
Net change in cash,-,2072000,-5087000,2774000
Cash at beginning of period,-,17449000,22537000,19762000
Cash at end of period,-,19522000,17449000,22537000
Operating Cash Flow,-,2552000,853000,-1906000
Capital Expenditure,-,-12094000,-22309000,-6961000
Free Cash Flow,-,-9542000,-21456000,-8867000
