Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,24282000,24282000,15485000,19807000,18020000
Depreciation & amortization,2986000,2986000,1848000,1693000,1720000
Change in working capital,23694000,23694000,9989000,19033000,22746000
Other working capital,22032000,22032000,5702000,19711000,19972000
Other non-cash items,1794000,1794000,2394000,2675000,1847000
Net cash provided by operating activites,25845000,25845000,9879000,21441000,22077000
Investments in property plant and equipment,-3813000,-3813000,-4177000,-1730000,-2105000
Acquisitions net,-2085000,-2085000,-98000,-1077000,-24944000
Purchases of investments,-89583000,-89583000,-71859000,-80091000,-86564000
Sales/Maturities of investments,82406000,82406000,65177000,64555000,82629000
Other investing activites,9840000,9840000,-12416000,7255000,30657000
Net cash used for investing activites,941000,941000,-8732000,-7523000,-18206000
Net change in cash,-1277000,-1277000,-891000,9544000,2316000
Cash at beginning of period,33797000,33797000,34688000,25144000,22828000
Cash at end of period,32520000,32520000,33797000,34688000,25144000
Operating Cash Flow,25845000,25845000,9879000,21441000,22077000
Capital Expenditure,-3813000,-3813000,-4177000,-1730000,-2105000
Free Cash Flow,22032000,22032000,5702000,19711000,19972000
