Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,240394,184244,493722,763969
Depreciation & amortization,-,328388,318226,334586
Change in working capital,-,-42551,117084,246422
Inventory,-,-77188,138969,-116788
Other working capital,-,224574,350937,743693
Other non-cash items,-,-39905,23399,-80151
Net cash provided by operating activites,-,500111,870012,959331
Investments in property plant and equipment,-,-275537,-519075,-215638
Purchases of investments,-,-172,-1416,-3982
Sales/Maturities of investments,-,-,714,3281
Other investing activites,-,-,-,3381
Net cash used for investing activites,-,-274504,-519962,-212878
Net change in cash,-,-151513,69217,467934
Cash at beginning of period,-,2877766,2808549,2340615
Cash at end of period,-,2726252,2877766,2808549
Operating Cash Flow,-,500111,870012,959331
Capital Expenditure,-,-275537,-519075,-215638
Free Cash Flow,-,224574,350937,743693
