Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1517000,2497000,2433000,2215000
Depreciation & amortization,-,639000,547000,-
Change in working capital,-,1942000,1240000,173000
Inventory,-,2006000,-1762000,-
Other working capital,-,3671000,-4564000,-473000
Other non-cash items,-,529000,500000,357000
Net cash provided by operating activites,-,4217000,4019000,1114000
Investments in property plant and equipment,-,-546000,-8583000,-1587000
Acquisitions net,-,-92000,-,-
Purchases of investments,-,-113000,-211000,-675000
Sales/Maturities of investments,-,309000,8000,1042000
Other investing activites,-,23000,140000,-23000
Net cash used for investing activites,-,1130000,-7920000,5596000
Net change in cash,-,-1425000,1843000,-210000
Cash at beginning of period,-,4135000,2291000,2502000
Cash at end of period,-,2838000,4135000,2291000
Operating Cash Flow,-,4217000,4019000,1114000
Capital Expenditure,-,-546000,-8583000,-1587000
Free Cash Flow,-,3671000,-4564000,-473000
