Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6024000,10301000,6614000,4223000
Depreciation & amortization,-,10486000,12487000,13951000
Change in working capital,-,-12773000,-12678000,-5925000
Inventory,-,-4916000,-2869000,-700000
Other working capital,-,3064000,12292000,2403000
Other non-cash items,-,-161000,1754000,263000
Net cash provided by operating activites,-,7903000,16345000,8786000
Investments in property plant and equipment,-,-4839000,-4053000,-6383000
Other investing activites,-,-817000,1769000,-1008000
Net cash used for investing activites,-,-6318000,-2969000,-8082000
Net change in cash,-,-6468000,8123000,-2478000
Cash at beginning of period,-,45175000,36908000,39386000
Cash at end of period,-,38774000,45175000,36908000
Operating Cash Flow,-,7903000,16345000,8786000
Capital Expenditure,-,-4839000,-4053000,-6383000
Free Cash Flow,-,3064000,12292000,2403000
