Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2862000,3643000,3731000,2975000
Depreciation & amortization,-,1281000,1139000,1197000
Change in working capital,-,-313000,-558000,603000
Inventory,-,-481000,-494000,678000
Other working capital,-,2663000,3580000,3725000
Other non-cash items,-,44000,70000,46000
Net cash provided by operating activites,-,3667000,4980000,4884000
Investments in property plant and equipment,-,-1004000,-1400000,-1159000
Purchases of investments,-,-2023000,-2919000,-2321000
Sales/Maturities of investments,-,2299000,1401000,2003000
Other investing activites,-,-2213000,-1369000,-2542000
Net cash used for investing activites,-,-2936000,-4021000,-3989000
Net change in cash,-,-1054000,-396000,-490000
Cash at beginning of period,-,14889000,15286000,15776000
Cash at end of period,-,13835000,14889000,15286000
Operating Cash Flow,-,3667000,4980000,4884000
Capital Expenditure,-,-1004000,-1400000,-1159000
Free Cash Flow,-,2663000,3580000,3725000
