Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,42172021,38020504,32272160,32772281
Liabilities,,,,
Total Liabilities,37308102,33577459,28753826,29465924
Stockholders' Equity,,,,
Common Stock,5,5,4,4
Retained Earnings,3729778,3369654,3048487,2823334
Accumulated other comprehensive income,104923,-72585,-36174,-10967
Total stockholders' equity,4855795,4432109,3495367,3274854
Total liabilities and stockholders' equity,42172021,38020504,32272160,32772281
