Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2793000,6112000,6805000,1026000
Depreciation & amortization,-,7993000,7526000,7591000
Change in working capital,-,3047000,8000,67000
Inventory,-,1057000,-1017000,853000
Other working capital,-,10235000,6627000,-1652000
Other non-cash items,-,1969000,1380000,-919000
Net cash provided by operating activites,-,18358000,15388000,9880000
Investments in property plant and equipment,-,-8123000,-8761000,-11532000
Purchases of investments,-,-205000,-1325000,-1233000
Sales/Maturities of investments,-,1127000,1181000,1010000
Other investing activites,-,-10000,-16000,-87000
Net cash used for investing activites,-,-7186000,-8819000,-10912000
Net change in cash,-,1716000,8287000,1020000
Cash at beginning of period,-,17190000,8902000,7573000
Cash at end of period,-,18906000,17190000,8902000
Operating Cash Flow,-,18358000,15388000,9880000
Capital Expenditure,-,-8123000,-8761000,-11532000
Free Cash Flow,-,10235000,6627000,-1652000
