Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-1010,-1258,-2377,-2105,-602.005
Purchases of investments,-,-,-,-,-255.734
Sales/Maturities of investments,-,-,634.643,-,425.314
Net cash used for investing activites,-1118,-1258,-1743,-2105,-432.425
Common stock issued,2620,2471,2518,2698,1141
Common stock repurchased,-,-183.824,-29.44,-25.735,-16.959
Net cash used privided by (used for) financing activities,2547,2588,2489,2672,1124
Net change in cash,442.396,470.803,-72.101,-194.245,155.522
Cash at beginning of period,260.565,856.345,928.446,1123,965.197
Cash at end of period,702.961,1327,856.345,928.446,1123
Capital Expenditure,-1010,-1258,-2377,-2105,-602.005
Free Cash Flow,-1997,-2117,-3196,-2867,-1138
