Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,22217000,23249000,21726000,18238000
Depreciation & amortization,-,5375000,5394000,5650000
Change in working capital,-,-20764000,-62296000,-1365000
Inventory,-,-13623000,-20430000,3997000
Other working capital,-,3024000,-34807000,17985000
Other non-cash items,-,6499000,6818000,83000
Net cash provided by operating activites,-,9386000,-29528000,22282000
Investments in property plant and equipment,-,-6362000,-5279000,-4297000
Acquisitions net,-,-69056000,-,-336000
Purchases of investments,-,-1429000,-6563000,-1099000
Sales/Maturities of investments,-,153000,370000,1083000
Other investing activites,-,-1014000,-229000,347000
Net cash used for investing activites,-,-76339000,-8842000,-4043000
Net change in cash,-,-3816000,5800000,2869000
Cash at beginning of period,-,27879000,21889000,18904000
Cash at end of period,-,24063000,27879000,21889000
Operating Cash Flow,-,9386000,-29528000,22282000
Capital Expenditure,-,-6362000,-5279000,-4297000
Free Cash Flow,-,3024000,-34807000,17985000
