Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-831000,604000,6698000,5739000
Depreciation & amortization,-,5790000,5793000,6016000
Change in working capital,-,-6735000,-234000,1427000
Inventory,-,-4149000,-1266000,2510000
Other working capital,-,4869000,11524000,14763000
Other non-cash items,-,213000,-677000,36000
Net cash provided by operating activites,-,4869000,11524000,14763000
Sales/Maturities of investments,-,-,108000,-
Other investing activites,-,-8281000,-4562000,-2717000
Net cash used for investing activites,-,-8281000,-4454000,-2717000
Net change in cash,-,-6441000,827000,4083000
Cash at beginning of period,-,19229000,18401000,14318000
Cash at end of period,-,12788000,19229000,18401000
Operating Cash Flow,-,4869000,11524000,14763000
Free Cash Flow,-,4869000,11524000,14763000
