Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,131883000,123669000,122554000,123129000
Liabilities,,,,
Total Liabilities,121450000,113618000,112887000,113727000
Stockholders' Equity,,,,
Common Stock,1079000,1079000,1079000,2545000
Retained Earnings,8180000,7975000,7333000,5214000
Total stockholders' equity,9625000,9243000,8859000,9401000
Total liabilities and stockholders' equity,131883000,123669000,122554000,123129000
