Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,797877,864955,817725,693951
Depreciation & amortization,-,828598,791047,754924
Change in working capital,-,-1098818,635270,840397
Inventory,-,-773406,34763,927894
Other working capital,-,80528,1858206,2204807
Other non-cash items,-,33523,304387,112274
Net cash provided by operating activites,-,887573,2291666,2538182
Investments in property plant and equipment,-,-807045,-433460,-333375
Purchases of investments,-,-302083,-5053,-26835
Sales/Maturities of investments,-,250000,13300,28
Other investing activites,-,-2644,25715,-101632
Net cash used for investing activites,-,-861449,-398811,-452645
Net change in cash,-,-536237,675042,674983
Cash at beginning of period,-,2765401,2090358,1415375
Cash at end of period,-,2229164,2765401,2090358
Operating Cash Flow,-,887573,2291666,2538182
Capital Expenditure,-,-807045,-433460,-333375
Free Cash Flow,-,80528,1858206,2204807
