Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3052700,2859700,2896000,2755900
Liabilities,,,,
Total Liabilities,1858500,1792200,1788700,1548100
Stockholders' Equity,,,,
Common Stock,101500,101000,100700,100700
Retained Earnings,210600,120900,153600,254600
Total stockholders' equity,1193600,1067200,1106900,1207300
Total liabilities and stockholders' equity,3052700,2859700,2896000,2755900
