Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,99210,230632,106974,-10464
Depreciation & amortization,-,377769,358176,428243
Change in working capital,-,439456,536959,698809
Inventory,-,83344,238913,728827
Other working capital,-,685162,539034,593011
Other non-cash items,-,-14475,-50299,-54300
Net cash provided by operating activites,-,1116110,959366,1018964
Investments in property plant and equipment,-,-430948,-420332,-425953
Purchases of investments,-,-,-148683,-138862
Sales/Maturities of investments,-,-,0,288560
Other investing activites,-,2119,7702,3581
Net cash used for investing activites,-,-428829,-561313,-272674
Net change in cash,-,520682,-90141,99959
Cash at beginning of period,-,315958,406099,306139
Cash at end of period,-,836640,315958,406099
Operating Cash Flow,-,1116110,959366,1018964
Capital Expenditure,-,-430948,-420332,-425953
Free Cash Flow,-,685162,539034,593011
