Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4052000,3475000,3293000,3007000
Depreciation & amortization,-,977000,953000,993000
Change in working capital,-,-74000,-1249000,45000
Inventory,-,1504000,246000,-36000
Other working capital,-,4073000,4190000,2741000
Other non-cash items,-,389000,1118000,27000
Net cash provided by operating activites,-,4775000,4723000,3332000
Investments in property plant and equipment,-,-702000,-533000,-591000
Acquisitions net,-,-530000,0,-
Purchases of investments,-,-774000,-31000,-1960000
Sales/Maturities of investments,-,623000,-,-
Other investing activites,-,4000,-162000,-734000
Net cash used for investing activites,-,-960000,-670000,-3267000
Net change in cash,-,2105000,3158000,-518000
Cash at beginning of period,-,14634000,11476000,11995000
Cash at end of period,-,16740000,14634000,11476000
Operating Cash Flow,-,4775000,4723000,3332000
Capital Expenditure,-,-702000,-533000,-591000
Free Cash Flow,-,4073000,4190000,2741000
