Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,374094,427733,443386,362708
Liabilities,,,,
Total Liabilities,237,13414,3186,12049
Stockholders' Equity,,,,
Common Stock,10061,10314,10501,10513
Retained Earnings,-,-,9882,-
Total stockholders' equity,373857,414319,440200,350659
Total liabilities and stockholders' equity,374094,427733,443386,362708
