Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,1554100,1447500,1136100,1039021
Liabilities,,,,
Total Liabilities,921900,889700,708500,652957
Stockholders' Equity,,,,
Common Stock,115200,112300,25000,26525
Retained Earnings,498900,445500,399000,356218
Accumulated other comprehensive income,500,-,4600,4908
Total stockholders' equity,632200,557800,428600,387651
Total liabilities and stockholders' equity,1554100,1447500,1136100,1039021
