Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,23503000,45441000,37249000,26432000
Depreciation & amortization,-,45415000,43798000,41186000
Change in working capital,-,-24537000,-21294000,-7668000
Inventory,-,-21846000,-11737000,-251000
Other working capital,-,11717000,24865000,27795000
Other non-cash items,-,3571000,2745000,3418000
Net cash provided by operating activites,-,65990000,74727000,67397000
Investments in property plant and equipment,-,-54273000,-49862000,-39602000
Purchases of investments,-,-13403000,-19362000,-10990000
Sales/Maturities of investments,-,20550000,5218000,8486000
Other investing activites,-,-7027000,8483000,2372000
Net cash used for investing activites,-,-53997000,-54517000,-38742000
Net change in cash,-,-15908000,-2041000,14212000
Cash at beginning of period,-,243973000,246015000,231802000
Cash at end of period,-,228065000,243973000,246015000
Operating Cash Flow,-,65990000,74727000,67397000
Capital Expenditure,-,-54273000,-49862000,-39602000
Free Cash Flow,-,11717000,24865000,27795000
