Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,57029113000,68356798000,65453725000
Liabilities,,,
Total Liabilities,54298759000,65484475000,62662044000
Stockholders' Equity,,,
Common Stock,261608000,261608000,261608000
Retained Earnings,1387592000,1263415000,1159028000
Total stockholders' equity,2654522000,2625465000,2463193000
Total liabilities and stockholders' equity,57029113000,68356798000,65453725000
