Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,4585341000,4672748000,4870459000
Liabilities,,,
Total Liabilities,4351376000,4443458000,4652483000
Stockholders' Equity,,,
Common Stock,80096000,80096000,80096000
Retained Earnings,119264000,110074000,100802000
Total stockholders' equity,231478000,225807000,214653000
Total liabilities and stockholders' equity,4585341000,4672748000,4870459000
