Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,2802693000,2673165000,2599619000
Liabilities,,,
Total Liabilities,2671171000,2544855000,2475527000
Stockholders' Equity,,,
Common Stock,17965000,17965000,17965000
Retained Earnings,86563000,84578000,81691000
Total stockholders' equity,126722000,123733000,119864000
Total liabilities and stockholders' equity,2802693000,2673165000,2599619000
