Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,28497000,23952000,23057000,23941000
Depreciation & amortization,-,13491000,11940000,8364000
Change in working capital,-,-54708000,21317000,34279000
Inventory,-,80000,8163000,-7620000
Other working capital,-,-41565000,44608000,40660000
Other non-cash items,-,5139000,589000,1384000
Net cash provided by operating activites,-,-17421000,58725000,62328000
Investments in property plant and equipment,-,-24144000,-14117000,-21668000
Acquisitions net,-,-184000,-1395000,-2304000
Purchases of investments,-,-5888000,-2749000,-2339000
Sales/Maturities of investments,-,300000,1274000,107000
Other investing activites,-,150000,-334000,-1040000
Net cash used for investing activites,-,-28814000,-18433000,-26176000
Net change in cash,-,-45689000,35480000,40784000
Cash at beginning of period,-,101885000,66253000,25469000
Cash at end of period,-,56570000,101885000,66253000
Operating Cash Flow,-,-17421000,58725000,62328000
Capital Expenditure,-,-24144000,-14117000,-21668000
Free Cash Flow,-,-41565000,44608000,40660000
