Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8460000,8455000,7651000,8934000
Depreciation & amortization,-,7428000,7791000,7715000
Change in working capital,-,529000,-1797000,617000
Inventory,-,-1829000,-3764000,3944000
Other working capital,-,17063000,15217000,17391000
Other non-cash items,-,1162000,1265000,1490000
Net cash provided by operating activites,-,17063000,15217000,17391000
Acquisitions net,-,-,-1562000,-1243000
Purchases of investments,-,-568000,-1302000,-1105000
Sales/Maturities of investments,-,367000,1233000,2038000
Other investing activites,-,-14029000,-10327000,-11861000
Net cash used for investing activites,-,-14614000,-11941000,-12646000
Net change in cash,-,9528000,6162000,-6407000
Cash at beginning of period,-,20556000,14368000,20776000
Cash at end of period,-,30085000,20556000,14368000
Operating Cash Flow,-,17063000,15217000,17391000
Free Cash Flow,-,17063000,15217000,17391000
