Breakdown,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Total Assets,623817,816717,854043,725047
Liabilities,,,,
Total Liabilities,34109,28698,46713,60888
Stockholders' Equity,,,,
Common Stock,31922,43061,40180,39207
Total stockholders' equity,589708,788019,807330,664159
Total liabilities and stockholders' equity,623817,816717,854043,725047
