Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,17096000,14238000,11949000,10261000
Depreciation & amortization,-,11653000,10362000,9315000
Change in working capital,-,-5265000,2239000,6840000
Inventory,-,-3516000,945000,4228000
Other working capital,-,19844000,16365000,15896000
Other non-cash items,-,2486000,50000,1454000
Net cash provided by operating activites,-,27438000,26956000,29922000
Investments in property plant and equipment,-,-7594000,-10591000,-14026000
Acquisitions net,-,-733000,-,-
Purchases of investments,-,-2307000,-2811000,-2081000
Sales/Maturities of investments,-,271000,36000,539000
Other investing activites,-,-20000,4000,-340000
Net cash used for investing activites,-,-10586000,-13227000,-15906000
Net change in cash,-,8625000,751000,2259000
Cash at beginning of period,-,18575000,17823000,15564000
Cash at end of period,-,27200000,18575000,17823000
Operating Cash Flow,-,27438000,26956000,29922000
Capital Expenditure,-,-7594000,-10591000,-14026000
Free Cash Flow,-,19844000,16365000,15896000
