Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13648000,5345000,10917000,9762000
Depreciation & amortization,-,2387000,3271000,2617000
Change in working capital,-,22077000,-7898000,98886000
Other working capital,-,28588000,-4147000,105186000
Other non-cash items,-,-39558000,-49572000,-42801000
Net cash provided by operating activites,-,31328000,-1310000,107440000
Investments in property plant and equipment,-,-2740000,-2837000,-2254000
Purchases of investments,-,-187271000,-161253000,-171092000
Sales/Maturities of investments,-,268079000,209841000,144428000
Other investing activites,-,-15000,-3000,-15000
Net cash used for investing activites,-,78054000,45749000,-28933000
Net change in cash,-,86694000,39266000,61994000
Cash at beginning of period,-,250092000,210826000,148831000
Cash at end of period,-,336786000,250092000,210826000
Operating Cash Flow,-,31328000,-1310000,107440000
Capital Expenditure,-,-2740000,-2837000,-2254000
Free Cash Flow,-,28588000,-4147000,105186000
