Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3550856,3372856,3014583,2382750
Liabilities,,,,
Total Liabilities,2626198,2262256,1846079,1205126
Stockholders' Equity,,,,
Common Stock,52532,221219,220849,220480
Retained Earnings,43470,-1275,53241,62133
Accumulated other comprehensive income,5629,-4730,-972,-375
Total stockholders' equity,924658,1110600,1168504,1177624
Total liabilities and stockholders' equity,3550856,3372856,3014583,2382750
