Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,4561080,3852747,3970357,3465793
Liabilities,,,,
Total Liabilities,452031,360834,302334,252358
Stockholders' Equity,,,,
Common Stock,140455,140455,140455,140455
Total stockholders' equity,4109049,3491913,3668023,3213435
Total liabilities and stockholders' equity,4561080,3852747,3970357,3465793
