Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,79486,127093,82508,51024
Depreciation & amortization,-,329699,281810,250927
Stock based compensation,-,6071,9532,15084
Change in working capital,-,7134,21459,-150887
Inventory,-,30818,-69256,-74559
Other working capital,-,-22070,-778848,-1827038
Other non-cash items,-,18449,-41246,8163
Net cash provided by operating activites,-,606405,316859,206476
Investments in property plant and equipment,-,-628475,-1095707,-2033514
Other investing activites,-,-453,-1145,-980
Net cash used for investing activites,-,-638371,-215157,-2045670
Net change in cash,-,-437773,400548,-520812
Cash at beginning of period,-,890356,489807,1010620
Cash at end of period,-,452583,890356,489807
Operating Cash Flow,-,606405,316859,206476
Capital Expenditure,-,-628475,-1095707,-2033514
Free Cash Flow,-,-22070,-778848,-1827038
