Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,300532,292836,255400,230161
Liabilities,,,,
Total Liabilities,249821,240012,203499,178225
Stockholders' Equity,,,,
Common Stock,31.594,33.589,34.518,34.674
Retained Earnings,18939,18859,17721,17455
Accumulated other comprehensive income,324.553,-31.084,152.579,69.224
Total stockholders' equity,50711,52824,51901,51936
Total liabilities and stockholders' equity,300532,292836,255400,230161
