Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,235339,270013,266831,226324
Liabilities,,,,
Total Liabilities,33867,31564,29558,26594
Stockholders' Equity,,,,
Common Stock,12231,12295,12295,11321
Total stockholders' equity,201472,238449,237273,199730
Total liabilities and stockholders' equity,235339,270013,266831,226324
