Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,32686479,26638173,21779584,18533003
Liabilities,,,,
Total Liabilities,29374643,23665517,19305328,16185945
Stockholders' Equity,,,,
Common Stock,490720,489972,488693,652327
Retained Earnings,1850512,1340017,868182,595322
Accumulated other comprehensive income,-12367,10623,2748,-8671
Total stockholders' equity,3311836,2972656,2474256,2347058
Total liabilities and stockholders' equity,32686479,26638173,21779584,18533003
