Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4818000,2764000,3038000,1917064
Depreciation & amortization,-,1682000,1656000,867908
Change in working capital,-,1212000,-1126000,-2499042
Inventory,-,-71000,126000,-162956
Other working capital,-,-16453000,2263000,-10868528
Other non-cash items,-,416000,427000,345030
Net cash provided by operating activites,-,5678000,4183000,1204763
Investments in property plant and equipment,-,-22131000,-1920000,-12073291
Acquisitions net,-,-,0,-1400000
Purchases of investments,-,-1583000,-,-
Other investing activites,-,-246000,62000,779819
Net cash used for investing activites,-,-23960000,-2377000,-12693472
Net change in cash,-,-2235000,6548000,-2492012
Cash at beginning of period,-,12461000,5913000,8405626
Cash at end of period,-,10226000,12461000,5913613
Operating Cash Flow,-,5678000,4183000,1204763
Capital Expenditure,-,-22131000,-1920000,-12073291
Free Cash Flow,-,-16453000,2263000,-10868528
