Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1994177,1478395,1245794,675299
Liabilities,,,,
Total Liabilities,1739957,1277642,1127159,597235
Stockholders' Equity,,,,
Common Stock,184043,149248,81307,46084
Retained Earnings,68639,51321,36828,31604
Accumulated other comprehensive income,1251,-103,213,88.434
Total stockholders' equity,254220,200753,118635,78063
Total liabilities and stockholders' equity,1994177,1478395,1245794,675299
