Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,10963000,15372000,16887000,13655000
Depreciation & amortization,-,14539000,12467000,10010000
Change in working capital,-,-5024000,-2838000,1529000
Inventory,-,-4590000,484000,-4063000
Other working capital,-,-12759000,3958000,10030000
Other non-cash items,-,18000,36000,-86000
Net cash provided by operating activites,-,23502000,26876000,27991000
Investments in property plant and equipment,-,-36261000,-22918000,-17961000
Acquisitions net,-,-316000,-1136000,-27000
Purchases of investments,-,-2809000,-4550000,-8471000
Sales/Maturities of investments,-,8358000,6732000,4522000
Other investing activites,-,842000,44000,825000
Net cash used for investing activites,-,-30188000,-21658000,-21065000
Net change in cash,-,-5952000,4350000,2063000
Cash at beginning of period,-,31419000,27069000,24983000
Cash at end of period,-,26056000,31419000,27069000
Operating Cash Flow,-,23502000,26876000,27991000
Capital Expenditure,-,-36261000,-22918000,-17961000
Free Cash Flow,-,-12759000,3958000,10030000
