Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4934000,6225000,3419000,3602000
Depreciation & amortization,-,2344000,2330000,2400000
Change in working capital,-,-6859000,-5236000,-1355000
Inventory,-,-2034000,-5387000,1032000
Other working capital,-,2124000,-854000,2766000
Other non-cash items,-,-194000,14000,93000
Net cash provided by operating activites,-,4288000,1578000,5459000
Investments in property plant and equipment,-,-2164000,-2432000,-2693000
Purchases of investments,-,-7000,-8000,-8000
Sales/Maturities of investments,-,0,935000,899000
Other investing activites,-,-408000,-285000,-345000
Net cash used for investing activites,-,-1179000,-1623000,-1825000
Net change in cash,-,726000,-3006000,968000
Cash at beginning of period,-,10620000,13627000,12659000
Cash at end of period,-,11347000,10620000,13627000
Operating Cash Flow,-,4288000,1578000,5459000
Capital Expenditure,-,-2164000,-2432000,-2693000
Free Cash Flow,-,2124000,-854000,2766000
