Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2403492,2200586,2134240,1758647
Liabilities,,,,
Total Liabilities,2155728,1980756,1932735,1603287
Stockholders' Equity,,,,
Common Stock,80084,80431,81098,46757
Retained Earnings,165859,141354,119827,113448
Accumulated other comprehensive income,2535,-1016,1732,-3262
Total stockholders' equity,247764,219830,201505,155360
Total liabilities and stockholders' equity,2403492,2200586,2134240,1758647
