Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,5492424,5163935,4785572,4462608
Liabilities,,,,
Total Liabilities,5159843,4863496,4525275,4222567
Stockholders' Equity,,,,
Common Stock,5568,5568,5568,5568
Retained Earnings,338980,301488,263666,243565
Accumulated other comprehensive income,-24259,-18909,-21229,-21384
Total stockholders' equity,332581,300439,260297,240041
Total liabilities and stockholders' equity,5492424,5163935,4785572,4462608
