Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1299000,1124000,280000,494000
Depreciation & amortization,-,1626000,2135000,2212000
Change in working capital,-,-933000,803000,534000
Inventory,-,-175000,196000,461000
Other working capital,-,1062000,1343000,2133000
Other non-cash items,-,376000,6000,349000
Net cash provided by operating activites,-,2784000,3190000,3653000
Investments in property plant and equipment,-,-1722000,-1847000,-1520000
Acquisitions net,-,-,-49000,-
Purchases of investments,-,-279000,-175000,-41000
Sales/Maturities of investments,-,0,60000,0
Other investing activites,-,-,-1000,-1000
Net cash used for investing activites,-,-2001000,-2006000,-1554000
Net change in cash,-,-621000,-489000,1104000
Cash at beginning of period,-,7821000,8310000,7205000
Cash at end of period,-,7199000,7821000,8310000
Operating Cash Flow,-,2784000,3190000,3653000
Capital Expenditure,-,-1722000,-1847000,-1520000
Free Cash Flow,-,1062000,1343000,2133000
